Age,Income,Year_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Previous,Complain,ChildrenHome,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Response
45,36273.0,7.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,1,0,0,0,1,0,0,0,1,0,0
60,56181.0,8.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,1,0,0,1,0,0,0,1,0,0,0
71,57530.0,8.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0
59,38620.0,8.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0
41,28510.0,8.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,2,0,0,1,0,0,1,0,0,0,0
34,27938.0,7.0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,1,0,0,1,0,0,0,0,1,0,0
64,65148.0,9.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,1,0,0,1,0,0,0,1,0,0,0
69,48794.0,7.0,97,25,0,11,3,0,15,1,1,0,3,4,0,0,2,0,0,1,0,0,0,0,0,1,0
69,75027.0,8.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,1,0,0,1,0,0,0,1,0,0,0
60,59247.0,8.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,2,0,0,0,1,0,0,0,1,0,0
67,58275.0,9.0,48,189,10,253,56,43,64,6,8,2,7,7,0,0,2,0,0,1,0,0,0,0,1,0,0
74,51315.0,8.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0
44,66373.0,8.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,2,0,0,1,0,0,0,1,0,0,0
42,30732.0,8.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,1,0,0,0,0,1,0,1,0,0,0
46,70179.0,8.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,1,0,0,0,0,1,1,0,0,0,0
61,74881.0,8.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,2,0,0,0,1,0,0,0,0,1,0
28,80685.0,9.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,1,0,0,0,0,0,1,0
72,5648.0,8.0,68,28,0,6,1,1,13,1,1,0,0,20,1,0,2,0,0,0,0,1,0,0,0,1,0
48,47889.0,8.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,1,0,0,1,0,0,0,0,0,1,0
61,49678.0,9.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,1,0,0,1,0,0,0,1,0,0,0
65,65487.0,7.0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0
44,55563.0,7.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0
46,49681.0,9.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,2,0,0,0,1,0,0,1,0,0,0
58,42523.0,7.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0
46,51650.0,7.0,81,152,3,22,2,5,7,1,4,1,4,5,0,0,1,0,0,0,0,1,0,1,0,0,0
72,59292.0,8.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,1,0,0,0,0,1,0,0,0,1,0
51,30538.0,10.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,1,0,0,0,1,0,0,0,0,1,0
64,74250.0,8.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0
43,7500.0,9.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,1,0,0,1,0,0,0,1,0,0,0
48,39996.0,7.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,2,0,0,1,0,0,1,0,0,0,0
40,40479.0,8.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,1,0,0,1,0,0,0,0,0,1,0
45,25315.0,8.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,1,1,0,0,0,0,0,0,0,1,0
44,41154.0,8.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,1,0,0,1,0,0,0,0,0,1,0
57,81168.0,7.0,84,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,1,0,0,0,1,0,0,0
46,49681.0,9.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,2,0,0,0,1,0,0,1,0,0,0
64,64961.0,9.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,1,0,0,1,0,0,0,0,0,1,0
63,54753.0,8.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,1,0,0,1,0,0,0,0,0,1,0
62,30522.0,9.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,1,0,0,0,1,0,0,1,0,0,0
30,17256.0,8.0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,1,0,1,0,0,0,0,1,0,0,0
51,47111.0,9.0,35,595,71,153,120,112,41,6,3,2,10,9,0,0,1,0,0,0,0,1,0,0,1,0,0
38,40059.0,8.0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,1,0,0,1,0,0,0,1,0,0,0
46,33181.0,8.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,1,0,0,0,1,0,0,1,0,0,0
46,47025.0,8.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,1,0,0,1,0,0,0,0,1,0,0
53,25293.0,8.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,1,0,0,1,0,0,0,1,0,0,0
42,30828.0,9.0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,1,0,0,1,0,0,0,0,1,0,0
40,57937.0,8.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,1,1,0,0,0,0,0,1,0,0,0
62,62807.0,9.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,1,0,0,1,0,0,0,0,0,1,0
52,44511.0,9.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,1,0,0,0,1,0,0,1,0,0,0
54,41728.0,8.0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,1,0,0,1,0,0,0,0,0,1,0
46,37509.0,9.0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,1,0,0,0,1,0,0,0,0,1,0
49,33471.0,9.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,1,0,0,1,0,0,0,1,0,0,0
47,36627.0,8.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,2,0,0,1,0,0,1,0,0,0,0
66,71391.0,9.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,1,0,0,1,0,0,0,1,0,0,0
76,51012.0,8.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,1,0,1,0,0,0
50,74716.0,8.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,1,0,0,1,0,0,0,1,0,0,0
53,58086.0,9.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,1,0,0,0,0,1,1,0,0,0,0
45,35790.0,9.0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0
46,70179.0,8.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,1,0,0,0,0,1,1,0,0,0,0
65,66726.0,7.0,61,349,7,35,0,0,47,3,8,2,4,7,1,0,2,0,0,0,1,0,0,1,0,0,0
46,30772.0,7.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,2,0,0,1,0,0,0,1,0,0,0
44,71847.0,9.0,95,737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,0,1,0,0,1,0,0,0,0
30,7500.0,10.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,1,0,1,0,0,0,0,0,1,0,0
58,45989.0,9.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,1,0,0,1,0,0,0,0,1,0,0
59,54414.0,9.0,49,109,18,16,24,26,18,4,3,1,5,4,0,0,2,0,0,1,0,0,0,0,0,1,0
60,50785.0,8.0,27,64,1,21,0,1,27,2,2,1,3,6,0,0,2,0,0,1,0,0,0,0,1,0,0
48,34421.0,9.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,1,0,0,1,0,0,0,1,0,0,0
38,38680.0,9.0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,1,0,0,1,0,0,0,1,0,0,0
56,57705.0,7.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,1,0,0,0,0,1,0,1,0,0,0
67,58482.0,7.0,59,576,7,115,19,7,7,2,7,4,9,6,1,0,1,0,0,0,0,1,0,1,0,0,0
43,7500.0,8.0,7,2,8,11,3,8,21,4,3,2,2,7,0,0,1,1,0,0,0,0,0,0,0,1,0
75,81044.0,8.0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0
50,30261.0,9.0,75,8,0,5,0,3,6,1,0,0,3,8,0,0,3,0,0,1,0,0,0,0,0,1,0
67,65210.0,7.0,25,626,0,70,0,7,28,2,9,3,8,6,1,0,1,0,0,1,0,0,0,1,0,0,0
58,59304.0,8.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,1,0,0,0,0,1,0,1,0,0,0
71,58217.0,9.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,3,0,0,0,1,0,0,0,1,0,0
52,44802.0,9.0,71,853,10,143,13,10,20,2,9,4,12,8,0,0,0,0,0,0,1,0,0,0,1,0,0
35,46923.0,9.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0
60,76081.0,7.0,85,292,30,415,63,33,200,1,4,5,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0
46,58597.0,9.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,2,0,0,1,0,0,0,1,0,0,0
39,28427.0,9.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,1,0,0,1,0,0,0,0,0,1,0
49,42429.0,7.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,1,0,0,1,0,0,0,0,1,0,0
57,61559.0,8.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,1,0,0,1,0,0,0,0,1,0,0
39,50150.0,8.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,1,0,1,0,0,0
53,40590.0,9.0,30,154,0,50,6,11,37,5,3,4,3,6,1,0,2,0,0,1,0,0,0,0,1,0,0
59,49980.0,8.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,1,0,0,1,0,0,0,0,1,0,0
63,58113.0,9.0,66,221,104,169,102,78,84,3,9,2,8,7,0,1,1,0,0,1,0,0,0,1,0,0,0
71,59412.0,7.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,1,0,0,1,0,0,0
73,49160.0,8.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,1,0,0,1,0,0,1,0,0,0,0
54,63841.0,8.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,1,0,0,0,1,0,1,0,0,0,0
35,18227.0,9.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,1,0,0,1,0,0,0,0,0,1,0
53,68462.0,9.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,60432.0,7.0,61,365,3,15,4,3,11,5,7,2,5,6,0,0,1,0,0,0,1,0,0,1,0,0,0
55,54178.0,8.0,79,135,9,39,4,0,7,1,2,2,5,2,0,0,1,0,0,1,0,0,0,0,0,1,0
54,40706.0,9.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,3,0,0,0,0,1,0,0,0,1,0
64,65196.0,8.0,34,743,19,181,12,0,200,2,7,6,11,5,1,0,2,0,0,1,0,0,0,0,0,1,0
66,58116.0,7.0,38,228,19,130,4,11,51,2,3,3,8,2,0,0,1,0,0,1,0,0,0,1,0,0,0
60,59432.0,8.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,1,0,0,0,1,0,1,0,0,0,0
37,33454.0,8.0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,1,0,0,0,0,1,0,1,0,0,0
45,666666.0,9.0,23,9,14,18,8,1,12,4,3,1,3,6,0,0,1,0,0,1,0,0,0,0,0,1,0
68,80067.0,8.0,82,519,17,813,27,173,51,1,4,6,6,2,1,0,0,0,0,1,0,0,0,1,0,0,0
56,33564.0,7.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,1,0,0,0,1,0,0,0,0,1,0
40,68627.0,8.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0
66,63915.0,8.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,2,0,0,0,1,0,0,1,0,0,0
57,35791.0,8.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,3,0,0,0,1,0,0,0,1,0,0
70,75127.0,7.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0
58,81246.0,8.0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,0,0,1,0,0,0,0,1,0,0
57,57236.0,7.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,2,0,0,0,0,1,0,1,0,0,0
47,69283.0,7.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,1,0,0,0,0,1,0,1,0,0,0
43,61825.0,8.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,1,0,0,1,0,0,0,0,1,0,0
47,61456.0,9.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,1,0,0,1,0,0,0,1,0,0,0
56,44794.0,7.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,1,0,0,1,0,0,0,1,0,0,0
66,50943.0,8.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,1,0,0,0,1,0,0,0,0,1,0
58,58512.0,8.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,1,0,0,1,0,0,0,1,0,0,0
34,24645.0,10.0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,1,0,0,1,0,0,0,1,0,0,0
39,27100.0,8.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,1,0,0,0,1,0,0,1,0,0,0
42,41850.0,9.0,51,53,5,19,2,13,4,3,3,0,3,8,0,0,2,0,0,1,0,0,0,1,0,0,0
63,65492.0,8.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,1,0,0,0,1,0,0,0
45,31878.0,7.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0
50,42618.0,8.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,1,0,0,0,1,0,1,0,0,0,0
43,27922.0,7.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0
76,37760.0,9.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,1,0,0,0,0,0,1,0
53,25293.0,8.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,1,0,0,1,0,0,0,1,0,0,0
68,62637.0,8.0,76,104,12,48,4,12,5,1,2,2,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0
50,59666.0,9.0,87,623,53,178,23,17,133,7,3,2,8,8,1,0,2,0,0,1,0,0,0,1,0,0,0
30,34935.0,8.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,1,0,0,0,1,0,0,0
68,65324.0,7.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,1,0,0,0,0,1,0,1,0,0,0
61,27116.0,8.0,78,12,1,21,2,2,3,2,2,0,3,7,0,0,2,0,0,1,0,0,0,1,0,0,0
56,69063.0,9.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,1,0,0,0,0,1,0,1,0,0,0
50,79930.0,9.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,1,0,1,0,0,0
66,62058.0,8.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,1,0,0,0,1,0,0,1,0,0,0
46,55412.0,8.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,2,0,0,0,0,1,1,0,0,0,0
72,50616.0,7.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,1,0,0,0,0,1,0,0,0,1,0
51,55635.0,9.0,34,235,65,164,50,49,27,4,7,3,7,6,0,0,1,0,0,1,0,0,1,0,0,0,0
54,83664.0,8.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,2,0,0,0,0,1,1,0,0,0,0
71,30833.0,8.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,2,0,0,1,0,0,0,1,0,0,0
66,58821.0,8.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,1,1,0,0,0,0,0,0,0,1,0
51,57420.0,8.0,22,280,0,18,0,0,24,3,5,1,6,7,1,0,1,0,0,0,1,0,0,0,0,1,0
46,49187.0,7.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,1,0,0,0,0,1,0,0,0,1,0
64,53977.0,8.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,1,0,0,1,0,0,0,0,0,1,0
63,36732.0,8.0,71,21,5,3,10,1,7,3,1,1,4,2,0,0,2,0,0,0,0,1,0,1,0,0,0
49,18978.0,9.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,1,0,1,0,0,0,0,1,0,0,0
36,32880.0,9.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,1,0,0,1,0,0,0,1,0,0,0
52,54137.0,8.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,1,0,0,1,0,0,1,0,0,0,0
48,28440.0,8.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,1,0,0,0,0,1,0,0,0,1,0
53,54165.0,8.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0
44,7500.0,9.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,2,0,0,1,0,0,0,0,1,0,0
67,46015.0,7.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,2,0,0,0,0,1,0,0,0,1,0
46,37395.0,8.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,1,0,0,0,0,1,0,0,0,1,0
53,40590.0,9.0,30,154,0,50,6,11,37,5,3,4,3,6,1,0,2,0,0,1,0,0,0,0,1,0,0
65,66636.0,8.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0
49,27803.0,9.0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,1,0,0,1,0,0,0,1,0,0,0
69,23272.0,8.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0
60,69627.0,9.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,1,0,0,1,0,0,0,0,1,0,0
36,38197.0,8.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,1,0,0,0,0,1,0,0,0,1,0
33,18358.0,8.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,1,0,0,1,0,0,0,0,1,0,0
71,67680.0,8.0,8,546,0,48,0,6,6,1,7,3,8,5,0,0,1,0,0,0,0,1,0,0,1,0,0
69,67087.0,8.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,1,0,0,0,1,0,0,1,0,0,0
40,160803.0,10.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53,72679.0,8.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0
43,72063.0,9.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,1,0,0,1,0,0,0,1,0,0,0
53,18589.0,9.0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,1,0,0,0,0,1,0,0
47,60934.0,8.0,41,224,155,155,192,93,54,2,6,4,11,4,0,0,1,0,0,1,0,0,0,0,0,1,0
34,29604.0,8.0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,1,0,0,1,0,0,0,0,0,1,0
70,50870.0,7.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,1,0,0,0,0,1,0,1,0,0,0
44,57113.0,8.0,45,182,4,33,0,2,42,6,4,1,5,7,0,0,2,0,0,1,0,0,0,1,0,0,0
55,59062.0,9.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,3,0,0,0,0,1,0,1,0,0,0
48,49166.0,8.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,1,0,0,1,0,0,0,0,1,0,0
67,74268.0,9.0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0
47,51948.0,8.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,1,0,0,1,0,0,0,1,0,0,0
44,52195.0,7.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,3,1,0,0,0,0,0,0,1,0,0
44,33039.0,8.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,1,0,0,1,0,0,0,1,0,0,0
67,52750.0,9.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,1,0,0,0,1,0,0,1,0,0,0
72,60905.0,8.0,27,208,17,76,36,17,38,2,3,3,7,2,0,0,1,0,0,1,0,0,0,0,0,1,0
76,51012.0,8.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,1,0,1,0,0,0
37,29760.0,9.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,1,0,0,1,0,0,0,0,1,0,0
47,40794.0,8.0,18,261,23,73,4,23,50,2,6,3,5,7,0,0,1,0,0,1,0,0,0,1,0,0,0
51,42767.0,8.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,2,0,0,0,0,1,0,0,1,0,0
69,59354.0,7.0,59,295,21,78,39,13,13,1,4,4,7,3,0,0,2,0,0,0,1,0,0,1,0,0,0
62,39228.0,8.0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0
54,63841.0,8.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,1,0,0,0,1,0,1,0,0,0,0
56,79946.0,7.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0
47,76618.0,9.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0
55,70844.0,8.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,2,0,0,1,0,0,1,0,0,0,0
52,77622.0,7.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,2,0,0,0,0,1,0,0,0,1,0
33,30279.0,9.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,1,0,0,1,0,0,0,0,1,0,0
36,7500.0,8.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,1,1,0,0,0,0,0,1,0,0,0
59,49476.0,8.0,29,386,23,95,54,41,196,4,2,11,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0
46,66476.0,8.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,1,0,0,0,0,1,1,0,0,0,0
34,35388.0,8.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,1,1,0,0,0,0,1,0,0,0,0
61,60544.0,9.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,2,0,0,1,0,0,0,1,0,0,0
65,65487.0,7.0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0
50,70932.0,8.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,1,1,0,0,0,0,0,1,0,0,0
52,57642.0,7.0,24,580,6,58,8,0,27,3,7,6,6,4,1,0,1,0,0,0,0,1,0,0,1,0,0
47,46772.0,9.0,88,350,104,189,197,151,57,6,11,8,5,8,1,0,1,1,0,0,0,0,0,0,0,1,0
66,71866.0,8.0,85,184,178,178,103,39,33,1,6,3,10,3,0,0,1,0,0,1,0,0,0,1,0,0,0
59,22419.0,8.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,1,0,0,0,1,0,0,0
71,53312.0,8.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,1,0,1,0,0,0
46,17649.0,8.0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,1,0,0,1,0,0,0,1,0,0,0
57,70924.0,7.0,41,635,114,254,132,152,76,1,6,6,7,3,1,0,0,1,0,0,0,0,0,1,0,0,0
70,59354.0,8.0,53,233,2,53,3,5,14,3,6,1,5,6,0,0,2,0,0,0,1,0,1,0,0,0,0
59,80124.0,7.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0
50,62710.0,8.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,1,0,0,1,0,0,0,1,0,0,0
47,58330.0,8.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,1,0,0,1,0,0,0,0,1,0,0
50,56721.0,9.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,2,0,0,1,0,0,0,1,0,0,0
68,79865.0,7.0,12,71,99,278,185,121,38,1,5,10,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0
53,62882.0,9.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,1,0,0,1,0,0,0,0,0,1,0
57,59594.0,9.0,74,457,4,29,0,0,9,1,8,1,7,7,1,0,1,0,0,1,0,0,0,1,0,0,0
66,46998.0,9.0,55,172,41,86,45,6,27,5,5,3,5,7,1,0,1,0,0,1,0,0,0,0,1,0,0
54,58554.0,9.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,2,0,0,1,0,0,0,0,0,1,0
58,65526.0,7.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,1,0,0,0,0,1,0,1,0,0,0
46,34529.0,9.0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,1,0,0,0,1,0,0,1,0,0,0
76,18100.0,8.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0
43,24594.0,8.0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,1,0,1,0,0,0,0,0,0,1,0
58,63972.0,10.0,93,928,63,254,0,12,12,4,5,4,10,4,1,0,1,0,0,0,1,0,0,0,1,0,0
63,57957.0,8.0,24,290,59,177,77,5,29,7,4,6,8,3,0,1,1,0,0,1,0,0,0,0,0,1,0
55,47821.0,8.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,2,1,0,0,0,0,0,0,0,1,0
46,60000.0,9.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,1,0,0,0,0,1,0,0,1,0,0
58,49096.0,8.0,15,144,1,32,2,1,7,4,4,1,4,7,0,0,2,0,0,1,0,0,0,1,0,0,0
53,30822.0,8.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0
43,57537.0,8.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,1,0,0,1,0,0,0,0,1,0,0
57,58692.0,7.0,21,301,11,61,4,7,11,1,8,2,4,7,0,0,1,0,0,1,0,0,0,1,0,0,0
49,49094.0,9.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,1,0,0,1,0,0,0,1,0,0,0
49,157243.0,8.0,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
70,44213.0,8.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,2,0,0,1,0,0,0,0,1,0,0
53,52413.0,9.0,56,295,106,271,75,98,65,4,6,4,12,6,0,0,2,0,0,1,0,0,0,1,0,0,0
